name,business_id,industry,toi_code,toi_description,nearest_station,distance_km,address,website,status,registered,lat,lon,found_website
Kersal Oy,3255331-2,other,96220.0,Kauneudenhoitopalvelut,Kerava,1.509,"Kirvesmiehentie, 04200",,2,2021-12-29,60.4121301,25.1191949,
Virittäjä Ville Oy,3414931-3,manufacturing,32200.0,Soitinten valmistus,Kerava,1.509,"Tammistontie, 04200",,2,2024-01-15,60.4121301,25.1191949,
EcoProX Oy,3255988-8,marketing,70200.0,Liikkeenjohdon konsultointi,Kerava,1.509,"Keskikatu, 04200",,2,2022-01-03,60.4121301,25.1191949,https://www.ecoprox.eu/en_GB
Hehku Company Oy,3259593-4,retail,47555.0,"Muu ruokailuvälineiden, astioiden ja taloustavaroiden vähittäiskauppa",Kerava,1.509,"Vainamoisentie, 04200",,2,2022-01-19,60.4121301,25.1191949,https://hehkuco.com/
MOON KAT RECORDS OY,3414703-5,other,90209.0,Muu esittävä taide,Kerava,1.509,"MUURARINTIE, 04200",,2,2024-01-17,60.4121301,25.1191949,
Style Avenue Oy,3408528-4,retail,47712.0,Vaatteiden vähittäiskauppa ilman erikoistumista tiettyyn tuoteryhmään,Kerava,1.509,"Kokontie, 04200",,2,2023-11-28,60.4121301,25.1191949,https://www.style-avenue.com/
AVA Kodit Oy,3246056-2,real_estate,68110.0,Omien kiinteistöjen kauppa,Kerava,1.509,"Jaspilankatu, 04230",,2,2021-11-10,60.4121301,25.1191949,
KAIDUAN OY,3304999-4,hospitality,56111.0,Ruokaravintolat,Kerava,1.509,"Seunalantie, 04200",,2,2022-08-16,60.4121301,25.1191949,
OTR KULJETUS OY,3390711-9,logistics,49410.0,Tieliikenteen tavarankuljetus,Kerava,1.509,"kaukonpolku, 04200",,2,2023-09-27,60.4121301,25.1191949,
Promance Oy,3310452-7,education,85510.0,Urheilu- ja liikuntakoulutus,Kerava,1.509,"Asemantie, 04200",,2,2022-09-12,60.4121301,25.1191949,
Marsir oy,3384840-3,other,81100.0,Kiinteistönhoito,Kerava,1.509,"Annikinkatu, 04230",www.marsir.fi,2,2023-09-04,60.4121301,25.1191949,www.marsir.fi
Koodaaville Oy,3351152-8,it,62100.0,Ohjelmistojen suunnittelu ja valmistus,Kerava,1.509,"Lapilantie, 04200",,2,2023-03-17,60.4121301,25.1191949,https://koodaaville.fi/palvelut/
Oy iinatti.net,3383097-5,marketing,70200.0,Liikkeenjohdon konsultointi,Kerava,1.509,"Seunalantie, 04200",https://iinatti.net,2,2023-08-25,60.4121301,25.1191949,https://iinatti.net
T&E Investment Oy,3352545-2,finance,64990.0,Muualla luokittelematon muu rahoituspalvelutoiminta pois lukien vakuutus- ja eläkevakuutustoiminta,Kerava,1.509,"Ahdintie, 04230",,2,2023-03-21,60.4121301,25.1191949,
CC Trade OY,3353087-6,construction,41000.0,Talonrakentaminen,Kerava,1.509,"Linkokuja, 04230",,2,2023-03-22,60.4121301,25.1191949,
Nisine OY,3382857-6,hospitality,56111.0,Ruokaravintolat,Kerava,1.509,"Asemanaukio, 04200",Moutnepalkerava.fi,2,2023-08-31,60.4121301,25.1191949,Moutnepalkerava.fi
Wise Way Oy,3356060-2,marketing,70200.0,Liikkeenjohdon konsultointi,Kerava,1.509,"Ansakuja, 04230",,2,2023-04-08,60.4121301,25.1191949,
Wattram Oy,3349410-7,manufacturing,32999.0,Muu muualla luokittelematon monenlaisten tuotteiden valmistus,Kerava,1.509,"Rajamaentie, 04200",,2,2023-03-08,60.4121301,25.1191949,
Wiam palvelut oy,3358805-8,logistics,49330.0,Kutsuttaessa saatavilla oleva henkilökuljetus,Kerava,1.509,"Nikonkatu, 04200",,2,2023-04-25,60.4121301,25.1191949,
Puuluoto Consulting Oy,3368867-3,marketing,70200.0,Liikkeenjohdon konsultointi,Kerava,1.509,"Keskikatu, 04200",,2,2023-06-14,60.4121301,25.1191949,
Kaivo-Pipes Oy,3369163-7,manufacturing,22210.0,"Muovilevyjen, -kalvojen, -putkien ja -profiilien valmistus",Kerava,1.509,"Tapulitori, 04200",,2,2023-06-15,60.4121301,25.1191949,
BF Auto Center Oy,3370271-1,retail,47811.0,Autojen ja kevyiden moottoriajoneuvojen vähittäiskauppa,Kerava,1.509,"Nahkurinkatu, 04200",,2,2023-09-08,60.4121301,25.1191949,
Ekokampaamo-parturi Hiustupa Oy,3375615-4,other,96210.0,Kampaamo- ja parturipalvelut,Kerava,1.509,"Kauppakaari, 04200",ekohiustupa.fi,2,2023-07-18,60.4121301,25.1191949,ekohiustupa.fi
Kesta oy,3378263-5,retail,47511.0,Kankaiden vähittäiskauppa,Kerava,1.509,"Porvoonkatu, 04200",,2,2023-07-25,60.4121301,25.1191949,
Peaktec Oy,3378283-8,construction,43220.0,"Lämpö-, vesijohto- ja ilmastointiasennus",Kerava,1.509,"Teerimaentie, 04200",,2,2023-08-21,60.4121301,25.1191949,https://peaktecgroup.com/
Venduto Oy,3382850-9,marketing,74999.0,"Muualla luokittelematon kaikki muu monenlainen ammatillinen, tieteellinen ja tekninen toiminta",Kerava,1.509,"Torikatu, 04200",,2,2023-08-24,60.4121301,25.1191949,
Green Glow Group Oy,3363998-6,wholesale,46190.0,Erikoistumaton agentuuritoiminta,Kerava,1.509,"Pohjolantie, 04230",,2,2023-05-25,60.4121301,25.1191949,
Kavun Oy,3347170-6,hospitality,56111.0,Ruokaravintolat,Kerava,1.509,"Mansikkakuja, 04200",,2,2023-03-02,60.4121301,25.1191949,
Vähämäki Invest Oy,3342307-7,other,82990.0,Muualla luokittelematon muu liike-elämän tukipalvelutoiminta,Kerava,1.509,"Kauppakaari, 04200",,2,2023-02-06,60.4121301,25.1191949,
WL Coaching Finland Oy,3341781-4,education,85510.0,Urheilu- ja liikuntakoulutus,Kerava,1.509,"Vuohenkalmantie, 04200",,2,2023-02-28,60.4121301,25.1191949,
S&Ma Oy,3313837-2,construction,42990.0,Muualla luokittelematon muu maa- ja vesirakentaminen,Kerava,1.509,"Asemantie, 04200",,2,2022-09-23,60.4121301,25.1191949,
Terveysinvest Oy,3317090-3,finance,64990.0,Muualla luokittelematon muu rahoituspalvelutoiminta pois lukien vakuutus- ja eläkevakuutustoiminta,Kerava,1.509,"Sibeliuksentie, 04200",,2,2022-10-11,60.4121301,25.1191949,
Liikolan Haapasaari KOy,3317212-4,real_estate,68203.0,Muu kiinteistöjen vuokraus ja hallinta,Kerava,1.509,"Ilmarisentie, 04230",www.finnila.fi,2,2022-12-19,60.4121301,25.1191949,www.finnila.fi
AEI - Assets Escalation Investment Oy,3318766-8,staffing,78200.0,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Kerava,1.509,"Sarvimaentie, 04200",,2,2022-10-18,60.4121301,25.1191949,
Vestonet Oy,3319213-3,it,63100.0,"Tietojenkäsittelyinfrastruktuuri, tietojenkäsittely, palvelintilan vuokraus ja niihin liittyvät palvelut",Kerava,1.509,"Paasikivenkatu, 04200",https://nettipalvelut.fi,2,2022-10-27,60.4121301,25.1191949,https://nettipalvelut.fi
HVAC-tek Oy,3320051-9,engineering,71129.0,Muu tekninen palvelu,Kerava,1.509,"Teerimaentie, 04200",,2,2022-10-24,60.4121301,25.1191949,
Effy Consulting Oy,3320135-1,engineering,71129.0,Muu tekninen palvelu,Kerava,1.509,"Ilmarisentie, 04230",,2,2022-10-24,60.4121301,25.1191949,
Elämysvillat Oy,3322859-7,hospitality,55202.0,Lyhytaikainen majoitus huoneistoissa ja huoneissa,Kerava,1.509,"Torikatu, 04200",www.minivillalapland.fi,2,2022-11-10,60.4121301,25.1191949,www.minivillalapland.fi
Paremmat Viestit Oy,3326803-8,marketing,73300.0,Suhdetoiminta ja viestintä,Kerava,1.509,"Vetehisentie, 04230",,2,2022-11-24,60.4121301,25.1191949,
One of the boys Oy,3330015-7,other,90209.0,Muu esittävä taide,Kerava,1.509,"Sibeliuksentie, 04200",,2,2022-12-13,60.4121301,25.1191949,
ChewShabudin Oy,3334689-2,other,82990.0,Muualla luokittelematon muu liike-elämän tukipalvelutoiminta,Kerava,1.509,"Puualhonpolku, 04200",,2,2023-01-09,60.4121301,25.1191949,
Semsu Oy,3337027-8,logistics,49410.0,Tieliikenteen tavarankuljetus,Kerava,1.509,"Kaukonpolku, 04200",,2,2023-02-09,60.4121301,25.1191949,
MK Growth & Wealth Oy,3338151-6,retail,47531.0,Mattojen ja verhojen vähittäiskauppa,Kerava,1.509,"Tapulikatu, 04200",,2,2023-01-23,60.4121301,25.1191949,
RMS-Huolto Oy,3389818-7,other,81100.0,Kiinteistönhoito,Kerava,1.509,"Tierantie, 04230",,2,2023-09-17,60.4121301,25.1191949,
Saatellen Oy,3339647-8,health,88999.0,Muualla luokittelematon muu monenlainen sosiaalihuollon avopalvelutoiminta,Kerava,1.509,"Lemminkaisentie, 04200",www.saatellen.fi,2,2023-01-25,60.4121301,25.1191949,www.saatellen.fi
Karla Works Oy,3386907-9,other,81210.0,Kiinteistöjen siivous,Kerava,1.509,"Jousikatu, 04230",,2,2023-09-11,60.4121301,25.1191949,https://karla.fi/
Terravista Oy,3386390-2,marketing,70200.0,Liikkeenjohdon konsultointi,Kerava,1.509,"Aleksis Kiven tie, 04200",,2,2023-09-11,60.4121301,25.1191949,https://terravistacorp.com/en/home
Assurage Oy,3226325-1,it,62100.0,Ohjelmistojen suunnittelu ja valmistus,Kerava,1.509,"Hiidenkiventie, 04200",,2,2021-08-03,60.4121301,25.1191949,
Suomalainen Logistiikka Kumppani Oy,3423380-6,marketing,70200.0,Liikkeenjohdon konsultointi,Kerava,1.509,"Kauppakaari, 04200",,2,2024-03-20,60.4121301,25.1191949,
Kirsi Pintakäsittely Oy,3224986-3,construction,41000.0,Talonrakentaminen,Kerava,1.509,"Ahjontie, 04220",,2,2021-07-26,60.4121301,25.1191949,
Insinööritoimisto Ilo Oy,3224070-3,engineering,71202.0,Muu tekninen testaus ja analysointi,Kerava,1.509,"Seunalantie, 04200",,2,2021-07-21,60.4121301,25.1191949,
Keski-Uudenmaan Brandi Oy,3153209-3,it,63920.0,Muu tietopalvelutoiminta,Kerava,1.509,"Kyllikintie, 04200",,2,2020-08-21,60.4121301,25.1191949,
EES Center Finland Oy,3457033-5,health,86990.0,Muualla luokittelematon muu terveyspalvelutoiminta,Kerava,1.509,"Paasikivenkatu, 04200",www.eescenter.fi,2,2024-06-26,60.4121301,25.1191949,www.eescenter.fi
Pääasema Oy,3454816-2,other,96210.0,Kampaamo- ja parturipalvelut,Kerava,1.509,"Asemanaukio, 04200",https://www.xn--pasemaoy-0zaa.fi/,2,2024-06-13,60.4121301,25.1191949,https://www.xn--pasemaoy-0zaa.fi/
YumiTek Consulting Oy,3155395-1,other,69201.0,"Laskentatoimi, kirjanpito ja veroneuvonta",Kerava,1.509,"Hakalantie, 04200",,2,2020-09-08,60.4121301,25.1191949,
Suomen Hoitotekniikka Oy,3156939-8,manufacturing,33130.0,Elektronisten ja optisten laitteiden korjaus ja huolto,Kerava,1.509,"Kalevankatu, 04230",,2,2020-09-15,60.4121301,25.1191949,
SauvO3 Oy,3157816-3,wholesale,46642.0,Muu teollisuuskäyttöön tarkoitettujen koneiden tukkukauppa,Kerava,1.509,"Kajavankatu, 04230",www.sauvo3.fi,2,2020-09-14,60.4121301,25.1191949,www.sauvo3.fi
Eazy Calendar Systems Oy,3161937-5,it,63910.0,Verkkohakuportaalien toiminta,Kerava,1.509,"Ahjontie, 04220",www.ecs.codes,2,2020-10-14,60.4121301,25.1191949,www.ecs.codes
MS Team Oy,3152534-4,marketing,70100.0,Pääkonttorien toiminta,Kerava,1.509,"Pohjolantie, 04230",,2,2020-08-18,60.4121301,25.1191949,
Derssi Oy,3165192-2,it,62100.0,Ohjelmistojen suunnittelu ja valmistus,Kerava,1.509,"Hakalantie, 04200",,2,2020-10-19,60.4121301,25.1191949,
Barbershop Kerava Oy,3453700-9,other,96210.0,Kampaamo- ja parturipalvelut,Kerava,1.509,"Tapulikatu, 04200",,2,2024-06-10,60.4121301,25.1191949,
Aito Clean Oy,3453453-7,other,81210.0,Kiinteistöjen siivous,Kerava,1.509,"Hiidenkiventie, 04200",,2,2024-06-10,60.4121301,25.1191949,
Am2pm Oy,3449426-4,construction,41000.0,Talonrakentaminen,Kerava,1.509,"Kalevankatu, 04230",,2,2024-05-22,60.4121301,25.1191949,https://www.am2pm-project.eu/
Al-Isawi Oy,3449082-9,logistics,49330.0,Kutsuttaessa saatavilla oleva henkilökuljetus,Kerava,1.509,"Nahkurinkatu, 04200",,2,2024-05-23,60.4121301,25.1191949,
HC-Trading Oy,3448029-2,retail,47782.0,Muu muualla luokittelematon uusien tavaroiden vähittäiskauppa,Kerava,1.509,"Laurintie, 04200",,2,2024-05-31,60.4121301,25.1191949,
Hayha Oy,3447803-7,marketing,70200.0,Liikkeenjohdon konsultointi,Kerava,1.509,"Pohjolantie, 04230",,2,2024-05-22,60.4121301,25.1191949,
TaloTaito Rakennus- ja Siivousyritys Oy,3442780-3,construction,43230.0,Eristyksen asennus,Kerava,1.509,"Aleksis Kiven Tie, 04200",,2,2024-04-25,60.4121301,25.1191949,
Pro Lavaste Oy,3454502-5,other,90391.0,Taiteen ja kulttuurin live-tapahtumien järjestäminen,Kerava,1.509,"Aleksis Kiven tie, 04200",,2,2024-07-18,60.4121301,25.1191949,
Hotelli Kerava Oy,3150671-7,hospitality,55100.0,Hotellit ja vastaava majoitustoiminta,Kerava,1.509,"Puuvalonaukio, 04200",www.hotellikerava.fi,2,2020-08-25,60.4121301,25.1191949,www.hotellikerava.fi
Keravan Koirahoitola Ainoa Oy,3461870-6,other,96999.0,Muu muualla luokittelematon monenlainen henkilökohtainen palvelutoiminta,Kerava,1.509,"Seunalantie, 04200",,2,2024-07-11,60.4121301,25.1191949,
Gretex Oy,3148847-5,other,81210.0,Kiinteistöjen siivous,Kerava,1.509,"Jousikatu, 04230",,2,2020-08-03,60.4121301,25.1191949,https://gretexcorporate.com/
Loru Games Oy,3124454-2,it,62100.0,Ohjelmistojen suunnittelu ja valmistus,Kerava,1.509,"Vilkastuksentie, 04200",lorugames.com,2,2020-03-19,60.4121301,25.1191949,lorugames.com
ILS Group Oy,3476939-5,marketing,70100.0,Pääkonttorien toiminta,Kerava,1.509,"Kytomaantie, 04200",,2,2024-09-26,60.4121301,25.1191949,https://ils.fi/en/home/
Scandinavian Transport Services Oy,3473475-8,logistics,52250.0,Logistiikkapalvelut,Kerava,1.509,"Luhtaniituntie, 04200",,2,2024-09-10,60.4121301,25.1191949,
Nordic Sips OY,3472194-9,hospitality,56111.0,Ruokaravintolat,Kerava,1.509,"Kauppakaari, 04200",,2,2024-09-04,60.4121301,25.1191949,
Kuntokopla Oy,3126831-7,education,85510.0,Urheilu- ja liikuntakoulutus,Kerava,1.509,"Impivaarantie, 04200",,2,2020-04-20,60.4121301,25.1191949,
Const Prof Oy,3128481-9,construction,41000.0,Talonrakentaminen,Kerava,1.509,"Panunkatu, 04230",,2,2020-04-07,60.4121301,25.1191949,
MER-Rakennus Oy,3471672-8,construction,41000.0,Talonrakentaminen,Kerava,1.509,"Kyllikintie, 04200",,2,2024-09-04,60.4121301,25.1191949,
Hippola Holdings Oy,3133202-4,finance,64990.0,Muualla luokittelematon muu rahoituspalvelutoiminta pois lukien vakuutus- ja eläkevakuutustoiminta,Kerava,1.509,"Muurarintie, 04200",,2,2020-05-05,60.4121301,25.1191949,
HH Holdings Oy,3469069-5,finance,64990.0,Muualla luokittelematon muu rahoituspalvelutoiminta pois lukien vakuutus- ja eläkevakuutustoiminta,Kerava,1.509,"Ilmarisentie, 04230",,2,2024-08-22,60.4121301,25.1191949,
SEUNIS GROUP OY,3134328-4,real_estate,68120.0,Rakennuttaminen ja rakennushankkeiden kehittäminen,Kerava,1.509,"Seunalantie, 04200",,2,2020-05-20,60.4121301,25.1191949,https://seunis.fi/
ALHAGI OY,3467364-1,logistics,49330.0,Kutsuttaessa saatavilla oleva henkilökuljetus,Kerava,1.509,"Nikonkatu, 04200",,2,2024-08-12,60.4121301,25.1191949,
KaiFre OY,3139080-6,construction,41000.0,Talonrakentaminen,Kerava,1.509,"Seunalantie, 04200",www.KaiFre.fi,2,2020-06-11,60.4121301,25.1191949,www.KaiFre.fi
VeVa Sweet Oy,3463352-7,wholesale,46360.0,"Sokerin, suklaan, makeisten ja leipomotuotteiden tukkukauppa",Kerava,1.509,"Ahjontie, 04220",,2,2024-07-18,60.4121301,25.1191949,
Antsrak Oy,3140163-2,construction,41000.0,Talonrakentaminen,Kerava,1.509,"Kirvesmiehentie, 04200",,2,2020-06-24,60.4121301,25.1191949,
Selman siivouspalvelut Oy,3141518-8,other,81210.0,Kiinteistöjen siivous,Kerava,1.509,"Ahjontie, 04220",,2,2020-06-25,60.4121301,25.1191949,
Kultakarhu Oy,3143073-2,logistics,49410.0,Tieliikenteen tavarankuljetus,Kerava,1.509,"Kajavankatu, 04230",,2,2020-07-03,60.4121301,25.1191949,
Sointua Oy,3143121-7,other,96210.0,Kampaamo- ja parturipalvelut,Kerava,1.509,"Terhikintie, 04200",,2,2020-07-08,60.4121301,25.1191949,
Sigmama Oy,3166267-2,finance,64990.0,Muualla luokittelematon muu rahoituspalvelutoiminta pois lukien vakuutus- ja eläkevakuutustoiminta,Kerava,1.509,"Vehkalantie, 04200",,2,2020-10-23,60.4121301,25.1191949,
Puppa ry,3111173-1,other,94999.0,Muualla luokittelematon muu monenlainen järjestötoiminta,Kerava,1.509,"Aleksis Kiven tie, 04200",,2,2023-06-22,60.4121301,25.1191949,
PolMedia Oy,3168866-1,it,58190.0,Muu kustannustoiminta pois lukien ohjelmistojen kustantaminen,Kerava,1.509,"Eerontie, 04200",,2,2020-11-09,60.4121301,25.1191949,
Evdoxia Oy,3174512-8,construction,41000.0,Talonrakentaminen,Kerava,1.509,"Tapulitori, 04200",,2,2020-12-04,60.4121301,25.1191949,
Treenaa hetki Oy,3204878-9,other,90110.0,Kirjallinen luominen ja säveltäminen,Kerava,1.509,"Annikinkatu, 04230",,2,2021-04-21,60.4121301,25.1191949,
IllSight Oy,3438988-6,marketing,73112.0,Muu mainostoimistojen toiminta,Kerava,1.509,"Paasikivenkatu, 04200",,2,2024-04-24,60.4121301,25.1191949,
Teollisuuspojat Oy,3205762-6,construction,41000.0,Talonrakentaminen,Kerava,1.509,"Kaukonpolku, 04200",,2,2021-04-27,60.4121301,25.1191949,
Jeaprop Oy,3212461-4,marketing,73111.0,Suora- ja ulkomainonta,Kerava,1.509,"Kauppakaari, 04200",www.jeaprop.fi,2,2021-05-24,60.4121301,25.1191949,www.jeaprop.fi
Mapoc Oy,3215295-7,construction,41000.0,Talonrakentaminen,Kerava,1.509,"Seunalantie, 04200",,2,2021-06-07,60.4121301,25.1191949,
Bhandari Invest Oy,3215404-7,hospitality,56111.0,Ruokaravintolat,Kerava,1.509,"Kauppakaari, 04200",www.danphe.fi,2,2021-06-07,60.4121301,25.1191949,www.danphe.fi
Mymeri Oy,3215515-4,marketing,70200.0,Liikkeenjohdon konsultointi,Kerava,1.509,"Vellamontie, 04200",,2,2021-06-07,60.4121301,25.1191949,
KULJETUS ATF OY,3200500-9,logistics,49410.0,Tieliikenteen tavarankuljetus,Kerava,1.509,"Terhikintie, 04200",,2,2021-04-01,60.4121301,25.1191949,
Fat Wave Oy,3218894-1,it,62100.0,Ohjelmistojen suunnittelu ja valmistus,Kerava,1.509,"Kirvesmiehentie, 04200",https://www.fatwave.fi,2,2021-06-22,60.4121301,25.1191949,https://www.fatwave.fi
Laiteklinikka Oy Ab,3433593-3,other,95290.0,Muualla luokittelematon henkilökohtaisten ja taloustavaroiden korjaus ja huolto,Kerava,1.509,"Pohjolantie, 04230",,2,2024-03-28,60.4121301,25.1191949,
Lean Thinking Oy,3218979-2,marketing,70200.0,Liikkeenjohdon konsultointi,Kerava,1.509,"Seunalantie, 04200",www.leanthinking.fi,2,2021-06-22,60.4121301,25.1191949,www.leanthinking.fi
Havenbots Oy,3433555-4,finance,64990.0,Muualla luokittelematon muu rahoituspalvelutoiminta pois lukien vakuutus- ja eläkevakuutustoiminta,Kerava,1.509,"Koppelonkatu, 04230",,2,2024-03-25,60.4121301,25.1191949,
Luna Royal Oy,3432050-4,hospitality,56111.0,Ruokaravintolat,Kerava,1.509,"ASEMANAUKIO, 04200",,2,2024-03-14,60.4121301,25.1191949,
MID Pro Oy,3219711-9,construction,41000.0,Talonrakentaminen,Kerava,1.509,"Kurkelankatu, 04230",,2,2021-06-24,60.4121301,25.1191949,
Sopimussalkku Oy,3424310-7,marketing,70200.0,Liikkeenjohdon konsultointi,Kerava,1.509,"Seunalantie, 04200",,2,2024-02-13,60.4121301,25.1191949,
NLA-Huolto Oy,3223191-1,marketing,70200.0,Liikkeenjohdon konsultointi,Kerava,1.509,"Kurkelankatu, 04200",,2,2021-08-11,60.4121301,25.1191949,
Ilta Isännöinti Oy,3434931-5,other,69201.0,"Laskentatoimi, kirjanpito ja veroneuvonta",Kerava,1.509,"Savenvalajankatu, 04200",,2,2024-03-27,60.4121301,25.1191949,
Nabik Oy,3196907-6,hospitality,56111.0,Ruokaravintolat,Kerava,1.509,"Torikatu, 04200",,2,2021-03-15,60.4121301,25.1191949,
KanerVilla Oy,3195519-2,logistics,49410.0,Tieliikenteen tavarankuljetus,Kerava,1.509,"Tapulitori, 04200",www.kanervillaoy.fi,2,2021-03-09,60.4121301,25.1191949,www.kanervillaoy.fi
Gerasina Oy,3439044-9,marketing,70200.0,Liikkeenjohdon konsultointi,Kerava,1.509,"Seunalantie, 04200",https://gerasina.com/,2,2024-04-14,60.4121301,25.1191949,https://gerasina.com/
KR Building OY,3176604-1,construction,41000.0,Talonrakentaminen,Kerava,1.509,"Jurvalantie, 04200",,2,2020-12-18,60.4121301,25.1191949,
Toimintaterapia Neuroni Oy,3177185-2,health,86990.0,Muualla luokittelematon muu terveyspalvelutoiminta,Kerava,1.509,"Kaenkatu, 04230",,2,2020-12-22,60.4121301,25.1191949,
ValCode Oy,3177227-3,it,62100.0,Ohjelmistojen suunnittelu ja valmistus,Kerava,1.509,"Seunalantie, 04200",,2,2020-12-22,60.4121301,25.1191949,
Kermit Oy,3179308-2,construction,43330.0,Lattianpäällystys ja seinien verhoilu,Kerava,1.509,"Terhikintie, 04200",,2,2020-12-31,60.4121301,25.1191949,
Finnorax Oy,3180878-2,other,95312.0,Muu moottoriajoneuvojen huolto ja korjaus,Kerava,1.509,"Porvoonkatu, 04200",,2,2021-01-18,60.4121301,25.1191949,
Ropka Kivi OY,3181149-8,construction,42990.0,Muualla luokittelematon muu maa- ja vesirakentaminen,Kerava,1.509,"Tuusulantaival, 04200",,2,2021-01-20,60.4121301,25.1191949,https://www.ropkakivi.fi/
Hyvä Hieronta Sinulle Oy,3181210-8,health,86990.0,Muualla luokittelematon muu terveyspalvelutoiminta,Kerava,1.509,"Kauppakaari, 04200",www.hyvahierontasinulle.fi,2,2021-01-19,60.4121301,25.1191949,www.hyvahierontasinulle.fi
Hovukas Oy,3181846-2,it,62200.0,Laitteistokonsultointi ja käyttö- ja hallintapalvelut,Kerava,1.509,"Kaenkatu, 04230",,2,2021-01-19,60.4121301,25.1191949,
MestojenMesta Oy,3183590-8,marketing,73111.0,Suora- ja ulkomainonta,Kerava,1.509,"Aleksis Kiven tie, 04200",,2,2021-01-20,60.4121301,25.1191949,
Eteläranta Invest Oy,3441690-1,finance,66190.0,Muu rahoitusta palveleva toiminta pois lukien vakuutus- ja eläkevakuutustoiminta,Kerava,1.509,"Jurvalantie, 04200",,2,2024-05-03,60.4121301,25.1191949,
Sisususi Oy,3441301-4,other,96999.0,Muu muualla luokittelematon monenlainen henkilökohtainen palvelutoiminta,Kerava,1.509,"Tapulitori, 04200",,2,2024-04-20,60.4121301,25.1191949,
Vastuullinen Valmennus Oy,3186174-3,other,93199.0,Muu muualla luokittelematon liikunta- ja urheilutoiminta,Kerava,1.509,"Hiidenkiventie, 04200",www.vastuullinenvalmennus.com,2,2021-01-27,60.4121301,25.1191949,www.vastuullinenvalmennus.com
RR-Urakointi Oy,3441280-4,construction,43999.0,Muu muualla luokittelematon monenlainen erikoistunut rakennustoiminta,Kerava,1.509,"Tierantie, 04230",,2,2024-04-20,60.4121301,25.1191949,https://rrurakointi.fi/
Bruo Invest Oy,3190944-4,marketing,73300.0,Suhdetoiminta ja viestintä,Kerava,1.509,"Keskikatu, 04200",,2,2021-03-23,60.4121301,25.1191949,
MKO-Asennus Oy,3191424-3,construction,43999.0,Muu muualla luokittelematon monenlainen erikoistunut rakennustoiminta,Kerava,1.509,"Talvikinkatu, 04230",,2,2021-03-04,60.4121301,25.1191949,
Udecon Oy,3192391-6,engineering,71123.0,Rakennetekninen palvelu,Kerava,1.509,"Hiidenkiventie, 04200",,2,2021-02-24,60.4121301,25.1191949,https://www.udecon.fi/
Keittiöasennus P&T Oy,3193189-5,construction,43320.0,Rakennuspuusepän asennustyöt,Kerava,1.509,"Vilkastuksentie, 04200",,2,2021-02-26,60.4121301,25.1191949,
YusBer Oy,3171848-8,hospitality,56111.0,Ruokaravintolat,Kerava,1.509,"Puuvalonaukio, 04200",,2,2020-11-19,60.4121301,25.1191949,
V.V.J. Huttunen Oy,2633260-1,retail,47120.0,Muu erikoistumaton vähittäiskauppa,Kerava,1.509,"Seponkuja, 04200",,2,2014-08-12,60.4121301,25.1191949,
JUJU ACC - Accounting Agency Oy,3135665-9,other,69201.0,"Laskentatoimi, kirjanpito ja veroneuvonta",Kerava,1.509,"Paasikivenkatu, 04200",www.jujuaccounting.fi,2,2020-07-03,60.4121301,25.1191949,www.jujuaccounting.fi
KJT Ice Sports Arena Oy,2621825-1,other,93120.0,Liikunta- ja urheiluseurojen toiminta,Kerava,1.509,"Metsolantie, 04200",,2,2014-06-13,60.4121301,25.1191949,
Stone Relic Rocks Avoin yhtiö,2211224-9,other,90209.0,Muu esittävä taide,Kerava,1.509,"Kaenkatu, 04230",,2,2008-09-10,60.4121301,25.1191949,
Ralvox Oy,2212820-8,construction,41000.0,Talonrakentaminen,Kerava,1.509,"Sibeliuksentie, 04200",,2,2008-08-22,60.4121301,25.1191949,
JoyForInnovation Oy,2213121-2,finance,64990.0,Muualla luokittelematon muu rahoituspalvelutoiminta pois lukien vakuutus- ja eläkevakuutustoiminta,Kerava,1.509,"Kulmalantie, 04200",,2,2008-08-25,60.4121301,25.1191949,
Fysio Kerava Oy,2215243-5,health,86990.0,Muualla luokittelematon muu terveyspalvelutoiminta,Kerava,1.509,"Sibeliuksentie, 04200",,2,2008-09-03,60.4121301,25.1191949,https://www.fysiokerava.fi/
Pertti Lehmusvirta Oy,2219711-5,retail,47110.0,"Erikoistumaton elintarvikkeiden, juomien tai tupakan vähittäiskauppa",Kerava,1.509,"Varvikkotie, 04200",,2,2008-09-23,60.4121301,25.1191949,
Provobona Oy,2220305-2,marketing,70200.0,Liikkeenjohdon konsultointi,Kerava,1.509,"Seunalantie, 04200",,2,2008-10-03,60.4121301,25.1191949,
Avarek Oy,2205591-8,hospitality,56111.0,Ruokaravintolat,Kerava,1.509,"Torikatu, 04200",,2,2008-07-08,60.4121301,25.1191949,
Jussin Peltipaja Oy,2220657-9,construction,43410.0,Kattorakenteiden asennus ja kattaminen,Kerava,1.509,"Porvoonkatu, 04200",peltipaja.fi,2,2008-09-26,60.4121301,25.1191949,peltipaja.fi
K3 Invest Oy,2229135-5,real_estate,68203.0,Muu kiinteistöjen vuokraus ja hallinta,Kerava,1.509,"Kultasepankatu, 04200",,2,2008-10-31,60.4121301,25.1191949,
Ruoka-Keränen Oy,2229834-6,retail,47110.0,"Erikoistumaton elintarvikkeiden, juomien tai tupakan vähittäiskauppa",Kerava,1.509,"Nikonkatu, 04200",,2,2008-11-14,60.4121301,25.1191949,
